leads_id,leads_registered,number_of_employee,industry,session_source,total_visits,first_visits,cluster
2549,2022-07-08 12:22:10+00:00,35,Technology,CPC,3,/features,2
2638,2022-08-02 13:41:21+00:00,35,Technology,Direct,3,/home,2
2661,2022-08-04 09:01:53+00:00,35,Technology,CPC,2,/portofolio,2
2710,2022-08-17 12:47:54+00:00,35,Technology,CPC,3,/portofolio,2
3124,2022-10-04 15:05:29+00:00,35,Technology,Organic Social,4,/home,0
3136,2022-10-05 10:54:41+00:00,35,Technology,Refferal,4,/features,0
3215,2022-10-24 10:40:08+00:00,35,Technology,CPC,4,/features,0
40,2020-12-07 16:39:49+00:00,40,Technology,CPC,4,/features,0
124,2021-01-01 10:36:32+00:00,40,Technology,CPC,3,/features,2
237,2021-02-02 10:40:46+00:00,40,Technology,Organic Social,2,/home,2
513,2021-04-26 17:09:44+00:00,40,Technology,Organic Social,4,/home,0
556,2021-05-03 16:18:39+00:00,40,Technology,Direct,3,/features,2
655,2021-06-01 17:18:03+00:00,40,Technology,CPC,3,/features,2
684,2021-06-07 12:33:24+00:00,40,Technology,CPC,4,/home,0
696,2021-06-08 15:36:39+00:00,40,Technology,CPC,4,/home,0
1273,2021-11-17 09:17:43+00:00,40,Technology,Organic Social,4,/home,0
1516,2021-12-29 17:31:39+00:00,40,Technology,Organic Social,3,/features,2
1526,2021-12-30 17:20:51+00:00,40,Technology,Organic Search,4,/features,0
1569,2022-01-05 12:57:57+00:00,40,Technology,Organic Social,3,/features,2
1690,2022-02-10 09:51:48+00:00,40,Technology,CPC,3,/features,2
2012,2022-04-05 12:21:39+00:00,40,Technology,CPC,4,/home,0
2152,2022-05-11 14:53:46+00:00,40,Technology,Organic Search,4,/home,0
2288,2022-06-03 11:17:51+00:00,40,Technology,CPC,3,/home,2
2338,2022-06-08 10:44:06+00:00,40,Technology,CPC,4,/home,0
2788,2022-08-31 17:58:49+00:00,40,Technology,Organic Search,4,/home,0
3056,2022-09-28 12:12:38+00:00,40,Technology,CPC,3,/home,2
3309,2022-11-07 11:53:20+00:00,40,Technology,CPC,4,/home,0
3381,2022-11-29 16:17:55+00:00,40,Technology,Direct,4,/features,0
780,2021-07-02 10:55:19+00:00,300,Technology,Refferal,4,/home,0
1073,2021-09-23 09:24:41+00:00,300,Technology,Organic Search,1,/form/set-a-meeting,1
1260,2021-11-10 15:47:25+00:00,300,Technology,Organic Social,5,/studycase,0
1415,2021-12-13 16:38:26+00:00,300,Technology,Organic Social,6,/home,0
1564,2022-01-04 17:57:28+00:00,300,Technology,Direct,1,/form/set-a-meeting,1
1633,2022-01-24 17:07:23+00:00,300,Technology,Organic Social,1,/form/set-a-meeting,1
1634,2022-01-25 09:17:36+00:00,300,Technology,Refferal,2,/testimonials,1
2376,2022-06-15 09:07:28+00:00,300,Technology,Refferal,1,/form/set-a-meeting,1
2431,2022-06-23 16:26:14+00:00,300,Technology,Refferal,2,/testimonials,1
2598,2022-07-26 17:39:34+00:00,300,Technology,Refferal,5,/form/demo,0
2742,2022-08-29 09:39:26+00:00,300,Technology,Refferal,1,/form/set-a-meeting,1
3050,2022-09-28 10:37:24+00:00,300,Technology,Refferal,2,/form/demo,1
7,2020-11-30 12:14:43+00:00,45,Technology,Organic Social,3,/home,2
65,2020-12-11 16:40:43+00:00,45,Technology,CPC,3,/features,2
171,2021-01-07 17:18:18+00:00,45,Technology,CPC,3,/features,2
179,2021-01-08 17:02:34+00:00,45,Technology,Organic Search,4,/features,0
239,2021-02-02 15:33:02+00:00,45,Technology,Organic Social,2,/studycase,2
565,2021-05-04 13:37:44+00:00,45,Technology,Organic Social,2,/features,2
574,2021-05-05 11:04:54+00:00,45,Technology,CPC,4,/features,0
693,2021-06-08 09:23:25+00:00,45,Technology,Organic Social,3,/home,2
744,2021-06-25 17:57:21+00:00,45,Technology,Organic Social,2,/home,2
833,2021-07-15 09:26:14+00:00,45,Technology,CPC,4,/features,0
903,2021-08-05 17:55:50+00:00,45,Technology,Organic Social,4,/features,0
904,2021-08-06 09:18:17+00:00,45,Technology,CPC,3,/home,2
915,2021-08-10 09:39:18+00:00,45,Technology,CPC,4,/home,0
940,2021-08-23 14:14:46+00:00,45,Technology,CPC,3,/features,2
949,2021-08-25 13:30:07+00:00,45,Technology,CPC,3,/home,2
952,2021-08-25 17:48:52+00:00,45,Technology,CPC,3,/features,2
1550,2022-01-03 10:34:57+00:00,45,Technology,CPC,3,/features,2
1556,2022-01-03 17:17:05+00:00,45,Technology,Refferal,3,/form/demo,2
1664,2022-02-01 09:26:46+00:00,45,Technology,CPC,4,/studycase,0
1861,2022-03-15 17:05:35+00:00,45,Technology,CPC,4,/features,0
2464,2022-06-27 17:13:24+00:00,45,Technology,Direct,2,/home,2
2702,2022-08-12 15:48:14+00:00,45,Technology,CPC,2,/features,2
2740,2022-08-29 09:24:34+00:00,45,Technology,Direct,4,/home,0
2745,2022-08-29 12:48:10+00:00,45,Technology,Direct,4,/features,0
2867,2022-09-07 13:30:01+00:00,45,Technology,CPC,3,/studycase,2
2903,2022-09-13 13:04:50+00:00,45,Technology,CPC,2,/home,2
2928,2022-09-16 14:01:57+00:00,45,Technology,CPC,4,/features,0
3230,2022-10-26 16:59:25+00:00,45,Technology,Refferal,4,/features,0
3324,2022-11-11 14:49:36+00:00,45,Technology,Direct,3,/features,2
3385,2022-11-30 10:36:45+00:00,45,Technology,CPC,3,/features,2
59,2020-12-11 10:28:14+00:00,50,Technology,Organic Social,3,/features,2
101,2020-12-28 15:42:37+00:00,50,Technology,CPC,6,/home,0
112,2020-12-30 10:49:02+00:00,50,Technology,CPC,4,/features,0
122,2021-01-01 09:26:58+00:00,50,Technology,Refferal,5,/home,0
127,2021-01-01 12:59:10+00:00,50,Technology,Direct,3,/home,2
143,2021-01-04 15:41:27+00:00,50,Technology,Direct,4,/features,0
206,2021-01-25 17:12:32+00:00,50,Technology,CPC,3,/home,2
218,2021-01-28 16:41:04+00:00,50,Technology,Organic Social,2,/features,2
260,2021-02-05 17:01:12+00:00,50,Technology,Direct,4,/home,0
267,2021-02-10 15:38:37+00:00,50,Technology,Direct,4,/home,0
313,2021-03-01 15:10:30+00:00,50,Technology,Direct,5,/home,0
337,2021-03-04 14:39:00+00:00,50,Technology,Organic Social,2,/home,2
371,2021-03-11 10:19:11+00:00,50,Technology,CPC,3,/form/demo,2
549,2021-04-30 17:26:54+00:00,50,Technology,Organic Social,2,/features,2
607,2021-05-20 09:15:01+00:00,50,Technology,Organic Social,4,/features,0
849,2021-07-23 14:40:43+00:00,50,Technology,Organic Social,4,/features,0
945,2021-08-24 16:38:17+00:00,50,Technology,Refferal,6,/features,0
966,2021-08-30 10:10:58+00:00,50,Technology,CPC,5,/form/demo,0
985,2021-08-31 14:37:53+00:00,50,Technology,Organic Search,5,/form/demo,0
1047,2021-09-10 17:00:02+00:00,50,Technology,Organic Search,4,/home,0
1171,2021-10-13 17:35:02+00:00,50,Technology,Refferal,4,/features,0
1185,2021-10-21 14:54:22+00:00,50,Technology,Direct,5,/features,0
1396,2021-12-08 17:17:23+00:00,50,Technology,Direct,6,/features,0
1443,2021-12-20 12:59:31+00:00,50,Technology,CPC,5,/features,0
1476,2021-12-24 16:04:20+00:00,50,Technology,Organic Search,5,/studycase,0
1604,2022-01-12 15:09:06+00:00,50,Technology,CPC,2,/studycase,2
1618,2022-01-19 12:41:52+00:00,50,Technology,Direct,5,/home,0
1675,2022-02-02 16:56:54+00:00,50,Technology,Organic Social,3,/features,2
1731,2022-02-24 12:22:01+00:00,50,Technology,Refferal,6,/home,0
1782,2022-03-02 16:49:19+00:00,50,Technology,CPC,2,/features,2
1850,2022-03-11 15:57:04+00:00,50,Technology,CPC,4,/features,0
2116,2022-05-04 09:47:17+00:00,50,Technology,CPC,2,/form/demo,2
2223,2022-05-30 13:57:48+00:00,50,Technology,CPC,2,/studycase,2
2267,2022-06-01 17:20:42+00:00,50,Technology,Refferal,6,/studycase,0
2302,2022-06-03 17:39:52+00:00,50,Technology,Direct,2,/home,2
2307,2022-06-06 09:51:51+00:00,50,Technology,CPC,5,/home,0
2347,2022-06-08 16:52:54+00:00,50,Technology,CPC,4,/home,0
2404,2022-06-21 11:29:13+00:00,50,Technology,Direct,6,/features,0
2538,2022-07-06 15:29:30+00:00,50,Technology,Organic Search,4,/studycase,0
2634,2022-08-02 10:17:20+00:00,50,Technology,Organic Search,6,/features,0
2647,2022-08-02 17:39:59+00:00,50,Technology,CPC,3,/testimonials,2
2649,2022-08-03 12:06:00+00:00,50,Technology,Direct,5,/form/demo,0
2667,2022-08-04 16:56:15+00:00,50,Technology,CPC,3,/form/demo,2
2692,2022-08-10 17:50:46+00:00,50,Technology,Direct,4,/home,0
2754,2022-08-30 10:00:46+00:00,50,Technology,Refferal,6,/home,0
2801,2022-09-01 16:09:00+00:00,50,Technology,Refferal,5,/home,0
2896,2022-09-12 14:41:37+00:00,50,Technology,CPC,4,/features,0
2938,2022-09-19 15:27:39+00:00,50,Technology,Organic Search,3,/home,2
2979,2022-09-22 15:43:51+00:00,50,Technology,Direct,5,/features,0
3021,2022-09-26 15:33:01+00:00,50,Technology,CPC,6,/features,0
3038,2022-09-27 15:35:53+00:00,50,Technology,CPC,4,/features,0
3087,2022-09-30 10:14:24+00:00,50,Technology,CPC,6,/studycase,0
3107,2022-10-03 09:01:20+00:00,50,Technology,CPC,2,/form/demo,2
3119,2022-10-04 10:26:43+00:00,50,Technology,CPC,2,/features,2
3121,2022-10-04 11:43:52+00:00,50,Technology,Organic Search,3,/portofolio,2
3154,2022-10-06 13:46:28+00:00,50,Technology,Direct,6,/home,0
3231,2022-10-26 17:05:05+00:00,50,Technology,Organic Search,5,/features,0
3260,2022-10-31 10:30:25+00:00,50,Technology,CPC,3,/features,2
3268,2022-10-31 13:01:48+00:00,50,Technology,CPC,3,/features,2
3326,2022-11-11 16:22:43+00:00,50,Technology,Direct,5,/home,0
3373,2022-11-28 10:34:45+00:00,50,Technology,Organic Search,3,/home,2
1,2020-11-25 13:49:44+00:00,60,Technology,Refferal,5,/home,0
361,2021-03-09 13:27:53+00:00,60,Technology,Direct,5,/features,0
674,2021-06-04 11:35:38+00:00,60,Technology,Refferal,6,/features,0
705,2021-06-11 17:07:23+00:00,60,Technology,CPC,2,/home,2
727,2021-06-22 17:22:39+00:00,60,Technology,Refferal,5,/home,0
776,2021-07-02 09:40:46+00:00,60,Technology,Refferal,5,/home,0
816,2021-07-08 15:28:39+00:00,60,Technology,Direct,5,/home,0
831,2021-07-13 17:02:25+00:00,60,Technology,Direct,6,/features,0
863,2021-07-28 13:28:41+00:00,60,Technology,Organic Search,5,/features,0
868,2021-07-30 12:18:33+00:00,60,Technology,Direct,6,/home,0
1011,2021-09-03 17:19:57+00:00,60,Technology,CPC,5,/home,0
1027,2021-09-07 09:14:18+00:00,60,Technology,Refferal,5,/home,0
1215,2021-11-01 14:53:10+00:00,60,Technology,CPC,6,/home,0
1216,2021-11-01 15:26:38+00:00,60,Technology,Direct,4,/features,0
1279,2021-11-19 09:14:41+00:00,60,Technology,CPC,6,/features,0
1299,2021-11-26 11:13:31+00:00,60,Technology,CPC,6,/features,0
1384,2021-12-07 15:51:11+00:00,60,Technology,Direct,5,/home,0
1387,2021-12-07 17:45:50+00:00,60,Technology,CPC,5,/home,0
1451,2021-12-21 15:32:11+00:00,60,Technology,CPC,5,/home,0
1709,2022-02-21 09:28:05+00:00,60,Technology,Direct,6,/home,0
1759,2022-02-28 16:21:45+00:00,60,Technology,Organic Social,5,/home,0
1769,2022-03-01 14:37:53+00:00,60,Technology,Direct,6,/home,0
1913,2022-03-24 11:01:48+00:00,60,Technology,Direct,6,/home,0
2295,2022-06-03 16:01:03+00:00,60,Technology,CPC,6,/features,0
2441,2022-06-24 11:21:13+00:00,60,Technology,Direct,6,/features,0
2544,2022-07-07 13:11:09+00:00,60,Technology,Organic Search,5,/features,0
2750,2022-08-29 16:57:53+00:00,60,Technology,Refferal,6,/studycase,0
3095,2022-09-30 14:10:36+00:00,60,Technology,Organic Search,4,/home,0
3101,2022-09-30 16:13:40+00:00,60,Technology,Organic Social,4,/home,0
3155,2022-10-06 15:59:14+00:00,60,Technology,Direct,6,/features,0
3227,2022-10-26 15:03:58+00:00,60,Technology,Direct,5,/features,0
3397,2022-12-07 11:59:21+00:00,60,Technology,Organic Search,2,/form/demo,2
12,2020-12-01 10:14:03+00:00,325,Technology,Refferal,2,/studycase,1
175,2021-01-08 12:35:43+00:00,325,Technology,Refferal,2,/studycase,1
675,2021-06-04 11:58:23+00:00,325,Technology,Direct,5,/home,0
795,2021-07-05 11:57:25+00:00,325,Technology,Direct,5,/features,0
1423,2021-12-14 17:48:28+00:00,325,Technology,Direct,6,/features,0
2091,2022-04-29 12:04:07+00:00,325,Technology,Direct,2,/home,1
2479,2022-06-29 09:41:25+00:00,325,Technology,Organic Search,1,/form/brochure,1
2730,2022-08-26 10:55:10+00:00,325,Technology,CPC,6,/features,0
3000,2022-09-23 17:33:20+00:00,325,Technology,Refferal,2,/studycase,1
72,2020-12-16 15:19:44+00:00,70,Technology,Direct,6,/home,0
134,2021-01-04 11:41:23+00:00,70,Technology,Refferal,5,/features,0
294,2021-02-25 10:00:48+00:00,70,Technology,CPC,6,/features,0
340,2021-03-05 09:18:25+00:00,70,Technology,Refferal,5,/home,0
598,2021-05-13 16:02:53+00:00,70,Technology,CPC,4,/home,0
690,2021-06-07 16:17:19+00:00,70,Technology,Refferal,5,/features,0
1023,2021-09-06 15:23:02+00:00,70,Technology,Organic Search,5,/features,0
1140,2021-10-04 10:54:01+00:00,70,Technology,Refferal,6,/portofolio,0
1530,2021-12-31 09:58:51+00:00,70,Technology,CPC,5,/home,0
1785,2022-03-03 11:28:34+00:00,70,Technology,CPC,5,/home,0
1797,2022-03-04 09:58:00+00:00,70,Technology,Direct,6,/home,0
1859,2022-03-15 11:31:06+00:00,70,Technology,Refferal,6,/features,0
1864,2022-03-16 10:26:05+00:00,70,Technology,CPC,4,/features,0
1962,2022-03-30 10:12:47+00:00,70,Technology,CPC,5,/features,0
2081,2022-04-27 15:45:15+00:00,70,Technology,Organic Search,6,/studycase,0
2222,2022-05-30 12:03:10+00:00,70,Technology,Organic Search,5,/home,0
2303,2022-06-06 09:06:31+00:00,70,Technology,Refferal,5,/features,0
2322,2022-06-06 17:10:22+00:00,70,Technology,CPC,6,/features,0
2672,2022-08-05 15:47:39+00:00,70,Technology,Organic Social,2,/features,2
2779,2022-08-31 15:07:06+00:00,70,Technology,Direct,5,/home,0
3189,2022-10-18 10:23:43+00:00,70,Technology,Organic Search,6,/portofolio,0
3345,2022-11-22 11:21:28+00:00,70,Technology,Direct,5,/home,0
61,2020-12-11 11:24:42+00:00,80,Technology,Direct,2,/features,2
372,2021-03-11 13:17:13+00:00,80,Technology,Direct,5,/home,0
432,2021-04-01 10:12:41+00:00,80,Technology,Refferal,6,/features,0
536,2021-04-30 10:04:28+00:00,80,Technology,Direct,5,/features,0
612,2021-05-21 16:33:17+00:00,80,Technology,Organic Search,6,/features,0
731,2021-06-24 09:44:40+00:00,80,Technology,Organic Search,5,/features,0
735,2021-06-24 15:27:44+00:00,80,Technology,CPC,6,/features,0
813,2021-07-08 10:06:24+00:00,80,Technology,Direct,5,/features,0
834,2021-07-15 09:41:40+00:00,80,Technology,Organic Search,2,/home,2
859,2021-07-27 15:38:03+00:00,80,Technology,Refferal,6,/features,0
925,2021-08-13 16:47:16+00:00,80,Technology,CPC,5,/form/demo,0
932,2021-08-19 16:55:28+00:00,80,Technology,CPC,6,/home,0
957,2021-08-27 09:00:45+00:00,80,Technology,CPC,5,/features,0
1104,2021-09-29 11:49:35+00:00,80,Technology,CPC,5,/features,0
1239,2021-11-04 16:41:36+00:00,80,Technology,Direct,6,/home,0
1391,2021-12-08 10:32:22+00:00,80,Technology,Refferal,5,/home,0
1588,2022-01-07 10:05:24+00:00,80,Technology,Organic Social,5,/features,0
1843,2022-03-10 14:06:34+00:00,80,Technology,Refferal,6,/form/demo,0
1921,2022-03-24 17:47:00+00:00,80,Technology,CPC,5,/home,0
1956,2022-03-29 12:30:45+00:00,80,Technology,CPC,6,/home,0
1981,2022-03-31 16:05:25+00:00,80,Technology,Refferal,6,/home,0
2049,2022-04-20 11:47:38+00:00,80,Technology,Refferal,5,/portofolio,0
2065,2022-04-25 15:14:16+00:00,80,Technology,Organic Search,5,/form/demo,0
2074,2022-04-26 17:04:30+00:00,80,Technology,Refferal,6,/home,0
2092,2022-04-29 12:24:51+00:00,80,Technology,Direct,5,/features,0
2122,2022-05-04 14:10:42+00:00,80,Technology,CPC,6,/studycase,0
2330,2022-06-07 15:19:25+00:00,80,Technology,CPC,4,/features,0
2348,2022-06-08 16:58:04+00:00,80,Technology,Organic Search,6,/features,0
2414,2022-06-22 11:20:07+00:00,80,Technology,CPC,4,/studycase,0
2493,2022-06-30 11:45:07+00:00,80,Technology,Refferal,5,/features,0
2722,2022-08-24 16:26:17+00:00,80,Technology,CPC,5,/features,0
2785,2022-08-31 16:46:27+00:00,80,Technology,Refferal,5,/features,0
2900,2022-09-12 17:04:53+00:00,80,Technology,Refferal,5,/features,0
2966,2022-09-21 16:16:47+00:00,80,Technology,Organic Search,6,/form/demo,0
3090,2022-09-30 11:37:17+00:00,80,Technology,Organic Search,5,/studycase,0
3178,2022-10-12 17:10:46+00:00,80,Technology,CPC,3,/features,2
3194,2022-10-19 10:16:03+00:00,80,Technology,Refferal,5,/features,0
3249,2022-10-28 16:31:30+00:00,80,Technology,Direct,5,/studycase,0
3264,2022-10-31 12:23:11+00:00,80,Technology,Refferal,6,/form/demo,0
3352,2022-11-23 11:33:37+00:00,80,Technology,Direct,6,/home,0
332,2021-03-03 17:37:18+00:00,90,Technology,Organic Search,6,/features,0
339,2021-03-04 17:50:31+00:00,90,Technology,Organic Social,6,/features,0
435,2021-04-01 14:39:23+00:00,90,Technology,CPC,5,/features,0
570,2021-05-04 16:44:25+00:00,90,Technology,CPC,2,/portofolio,2
858,2021-07-27 14:40:44+00:00,90,Technology,Direct,6,/features,0
1003,2021-09-02 15:26:57+00:00,90,Technology,CPC,3,/features,2
1089,2021-09-27 14:14:23+00:00,90,Technology,Organic Search,6,/home,0
1247,2021-11-05 16:51:17+00:00,90,Technology,Direct,6,/home,0
1253,2021-11-09 09:13:18+00:00,90,Technology,Refferal,5,/features,0
1566,2022-01-05 10:19:52+00:00,90,Technology,Direct,5,/studycase,0
1574,2022-01-05 17:39:33+00:00,90,Technology,Direct,5,/home,0
1692,2022-02-10 13:42:10+00:00,90,Technology,CPC,6,/form/demo,0
1855,2022-03-14 13:51:54+00:00,90,Technology,CPC,4,/home,0
1856,2022-03-14 14:20:34+00:00,90,Technology,Direct,5,/home,0
2130,2022-05-05 14:57:02+00:00,90,Technology,Direct,5,/features,0
2131,2022-05-05 15:26:06+00:00,90,Technology,Organic Search,6,/home,0
2274,2022-06-02 13:29:33+00:00,90,Technology,Direct,6,/home,0
2296,2022-06-03 16:14:10+00:00,90,Technology,Direct,5,/home,0
2297,2022-06-03 16:16:33+00:00,90,Technology,Direct,6,/home,0
2308,2022-06-06 10:45:02+00:00,90,Technology,CPC,5,/portofolio,0
2380,2022-06-15 16:27:53+00:00,90,Technology,Organic Social,5,/features,0
2459,2022-06-27 12:20:42+00:00,90,Technology,Organic Social,5,/studycase,0
2563,2022-07-15 12:17:31+00:00,90,Technology,Organic Social,5,/home,0
2761,2022-08-30 13:10:08+00:00,90,Technology,Refferal,5,/features,0
2982,2022-09-22 17:54:34+00:00,90,Technology,Refferal,5,/features,0
3034,2022-09-27 12:32:21+00:00,90,Technology,Refferal,6,/home,0
3113,2022-10-03 15:33:56+00:00,90,Technology,Organic Search,6,/features,0
3138,2022-10-05 12:42:01+00:00,90,Technology,Organic Social,5,/features,0
3232,2022-10-26 17:07:10+00:00,90,Technology,Direct,5,/home,0
3328,2022-11-15 10:34:54+00:00,90,Technology,Organic Social,5,/home,0
382,2021-03-18 16:32:18+00:00,350,Technology,Refferal,5,/form/demo,0
1790,2022-03-03 13:12:58+00:00,350,Technology,Refferal,1,/form/brochure,1
2127,2022-05-05 10:12:11+00:00,350,Technology,Refferal,1,/form/set-a-meeting,1
2219,2022-05-30 10:37:57+00:00,350,Technology,Organic Search,1,/form/set-a-meeting,1
2423,2022-06-23 10:42:35+00:00,350,Technology,Refferal,1,/form/brochure,1
2852,2022-09-06 10:41:53+00:00,350,Technology,Direct,6,/home,0
6,2020-11-30 09:16:32+00:00,100,Technology,CPC,5,/studycase,0
615,2021-05-21 17:53:29+00:00,100,Technology,Direct,5,/home,0
774,2021-07-01 17:11:23+00:00,100,Technology,Direct,5,/features,0
1335,2021-12-01 11:35:47+00:00,100,Technology,Organic Search,6,/home,0
1468,2021-12-23 11:45:10+00:00,100,Technology,Direct,5,/form/demo,0
1503,2021-12-29 10:25:07+00:00,100,Technology,CPC,6,/features,0
1871,2022-03-18 09:09:54+00:00,100,Technology,CPC,6,/features,0
2084,2022-04-28 10:34:09+00:00,100,Technology,Organic Search,6,/home,0
2114,2022-05-04 09:10:32+00:00,100,Technology,Organic Social,3,/features,2
2247,2022-05-31 17:18:57+00:00,100,Technology,Direct,6,/features,0
2365,2022-06-10 16:45:03+00:00,100,Technology,CPC,5,/features,0
2491,2022-06-29 17:14:56+00:00,100,Technology,Refferal,5,/features,0
2818,2022-09-02 13:23:13+00:00,100,Technology,Organic Search,5,/features,0
2846,2022-09-05 17:28:19+00:00,100,Technology,Refferal,5,/features,0
3094,2022-09-30 13:57:21+00:00,100,Technology,Direct,6,/features,0
3372,2022-11-28 10:31:03+00:00,100,Technology,Organic Search,6,/home,0
111,2020-12-30 10:31:48+00:00,110,Technology,CPC,5,/form/demo,0
265,2021-02-09 15:02:34+00:00,110,Technology,CPC,4,/features,0
369,2021-03-10 16:36:54+00:00,110,Technology,CPC,2,/portofolio,2
415,2021-03-29 09:58:20+00:00,110,Technology,Direct,6,/home,0
508,2021-04-23 16:13:27+00:00,110,Technology,CPC,5,/features,0
1060,2021-09-20 10:24:00+00:00,110,Technology,Direct,6,/features,0
1068,2021-09-21 16:19:09+00:00,110,Technology,Direct,5,/home,0
1078,2021-09-24 09:47:30+00:00,110,Technology,CPC,5,/home,0
1301,2021-11-26 11:29:20+00:00,110,Technology,Direct,5,/features,0
1319,2021-11-30 12:11:59+00:00,110,Technology,CPC,6,/studycase,0
1459,2021-12-22 13:16:06+00:00,110,Technology,Organic Search,5,/features,0
1573,2022-01-05 16:41:47+00:00,110,Technology,Refferal,6,/features,0
1735,2022-02-24 17:12:04+00:00,110,Technology,Organic Search,6,/studycase,0
1805,2022-03-04 16:03:57+00:00,110,Technology,Direct,6,/features,0
2249,2022-05-31 17:35:50+00:00,110,Technology,Direct,6,/features,0
2331,2022-06-07 16:19:37+00:00,110,Technology,Refferal,5,/features,0
2435,2022-06-23 17:53:41+00:00,110,Technology,CPC,6,/home,0
2437,2022-06-24 09:46:31+00:00,110,Technology,Direct,5,/home,0
2468,2022-06-28 10:19:43+00:00,110,Technology,Refferal,5,/home,0
2557,2022-07-13 12:41:06+00:00,110,Technology,Refferal,6,/form/demo,0
2643,2022-08-02 16:44:51+00:00,110,Technology,Organic Search,5,/features,0
2675,2022-08-05 17:19:57+00:00,110,Technology,CPC,3,/home,2
2720,2022-08-24 10:22:50+00:00,110,Technology,Refferal,5,/home,0
2777,2022-08-31 14:43:19+00:00,110,Technology,Refferal,6,/features,0
2981,2022-09-22 16:31:26+00:00,110,Technology,Organic Search,6,/form/demo,0
79,2020-12-21 09:23:46+00:00,375,Technology,Direct,1,/form/set-a-meeting,1
121,2020-12-31 17:35:16+00:00,375,Technology,Organic Social,5,/home,0
507,2021-04-22 16:24:29+00:00,375,Technology,Direct,2,/studycase,1
515,2021-04-27 13:54:53+00:00,375,Technology,Direct,1,/form/demo,1
547,2021-04-30 16:57:06+00:00,375,Technology,Direct,6,/studycase,0
880,2021-08-02 16:14:04+00:00,375,Technology,CPC,5,/home,0
1767,2022-03-01 13:19:44+00:00,375,Technology,Refferal,1,/form/set-a-meeting,1
2052,2022-04-21 10:29:59+00:00,375,Technology,Refferal,1,/form/set-a-meeting,1
2067,2022-04-25 16:23:32+00:00,375,Technology,Refferal,2,/studycase,1
2495,2022-06-30 12:28:49+00:00,375,Technology,Refferal,1,/form/set-a-meeting,1
2528,2022-07-04 17:50:21+00:00,375,Technology,Refferal,5,/home,0
2729,2022-08-26 09:35:22+00:00,375,Technology,Direct,1,/form/set-a-meeting,1
2739,2022-08-29 09:24:06+00:00,375,Technology,Refferal,1,/form/demo,1
3089,2022-09-30 10:59:45+00:00,375,Technology,Organic Search,2,/testimonials,1
22,2020-12-03 13:31:39+00:00,120,Technology,Refferal,6,/home,0
527,2021-04-28 16:05:15+00:00,120,Technology,Organic Search,6,/features,0
739,2021-06-25 12:00:40+00:00,120,Technology,Direct,5,/home,0
766,2021-06-30 16:28:51+00:00,120,Technology,CPC,5,/features,0
882,2021-08-03 09:45:32+00:00,120,Technology,Direct,5,/features,0
1064,2021-09-21 09:52:36+00:00,120,Technology,CPC,5,/studycase,0
1074,2021-09-23 09:55:40+00:00,120,Technology,Direct,5,/home,0
1153,2021-10-06 16:12:21+00:00,120,Technology,Organic Search,5,/home,0
1269,2021-11-16 09:41:52+00:00,120,Technology,Direct,5,/home,0
1315,2021-11-30 09:39:36+00:00,120,Technology,Refferal,5,/home,0
1321,2021-11-30 15:07:10+00:00,120,Technology,CPC,5,/home,0
1454,2021-12-21 16:55:00+00:00,120,Technology,Direct,5,/features,0
1457,2021-12-22 09:19:28+00:00,120,Technology,CPC,5,/features,0
1534,2021-12-31 11:14:05+00:00,120,Technology,CPC,3,/features,2
1630,2022-01-24 10:27:11+00:00,120,Technology,Refferal,5,/home,0
1936,2022-03-25 16:39:11+00:00,120,Technology,CPC,6,/home,0
2243,2022-05-31 15:05:53+00:00,120,Technology,Organic Social,5,/home,0
2260,2022-06-01 12:31:37+00:00,120,Technology,Direct,6,/home,0
2320,2022-06-06 16:37:59+00:00,120,Technology,Direct,5,/features,0
2378,2022-06-15 13:42:20+00:00,120,Technology,Direct,3,/home,2
2379,2022-06-15 16:13:55+00:00,120,Technology,Direct,6,/home,0
2396,2022-06-17 16:43:18+00:00,120,Technology,Organic Social,5,/studycase,0
2415,2022-06-22 12:01:41+00:00,120,Technology,Refferal,5,/features,0
2862,2022-09-06 17:55:20+00:00,120,Technology,CPC,5,/features,0
2949,2022-09-20 12:45:12+00:00,120,Technology,CPC,5,/home,0
2997,2022-09-23 17:31:07+00:00,120,Technology,CPC,6,/features,0
3088,2022-09-30 10:39:36+00:00,120,Technology,Direct,5,/home,0
3164,2022-10-10 11:19:36+00:00,120,Technology,Organic Search,5,/home,0
48,2020-12-09 10:23:17+00:00,130,Technology,Direct,5,/form/demo,0
74,2020-12-17 14:54:06+00:00,130,Technology,Organic Search,6,/home,0
736,2021-06-24 15:37:33+00:00,130,Technology,Organic Search,6,/home,0
924,2021-08-13 14:51:22+00:00,130,Technology,Organic Search,4,/home,0
972,2021-08-30 16:29:20+00:00,130,Technology,Refferal,5,/features,0
1097,2021-09-28 13:56:29+00:00,130,Technology,Direct,5,/home,0
1102,2021-09-29 10:03:09+00:00,130,Technology,Direct,5,/features,0
1219,2021-11-02 11:07:36+00:00,130,Technology,Organic Social,3,/home,2
1242,2021-11-05 10:13:02+00:00,130,Technology,Direct,6,/features,0
1305,2021-11-29 09:37:53+00:00,130,Technology,Organic Search,6,/features,0
1408,2021-12-10 10:49:37+00:00,130,Technology,Refferal,6,/home,0
1483,2021-12-27 11:38:48+00:00,130,Technology,Direct,5,/form/demo,0
